date,asset,fund_bybit,fund_okx,fund_deribit,fund_hl,fund_mean,cefdi,n_venues,oi_total_usd,oi_chg_pct,ofpr
2026-06-20,BTC,1.7432400000000001,2.2544070093051,0.006753491228169392,,1.3348001668444232,1.178178215429235,3,,,
2026-06-20,ETH,0.272655,-0.899773786776,0.0035001522991651795,,-0.20787287815894492,0.6141304694599061,3,,,
2026-06-21,BTC,1.199025,-0.9664707173934001,-0.004701426233374171,,0.07595095212440858,1.0849984009727223,3,,,
2026-06-21,ETH,8.721675,3.40800868143015,-0.01495975596699878,,4.0382413084877165,4.402282542948435,3,,,
2026-06-22,BTC,-1.5943200000000002,-3.1588868303600997,0.03526686926087703,,-1.572646653699741,1.5971871414006191,3,,,
2026-06-22,ETH,-5.6753849999999995,-3.2044094476009497,-0.008950222877483182,,-2.9629148901594773,2.8409259910812996,3,,,
2026-06-23,BTC,0.305505,5.327942085135151,0.004070986475511019,,1.8791726905368873,2.990522256891867,3,,,
2026-06-23,ETH,-2.55792,4.899513528512251,-0.21277768441697412,,0.7096052813650922,3.8133215783249073,3,,,
2026-06-24,BTC,-12.571695,0.5228598362811,-0.909945,-2.406372,-3.841288040929725,5.941872556505819,4,8429012142.31223,,
2026-06-24,ETH,-19.98375,0.93626757433365,-3.8324999999999996,-25.0514976,-11.982870006416588,12.491807380884232,4,3656446591.209604,,
2026-06-25,BTC,,-0.0017456502920999999,-0.592395,-0.2924964,-0.2955456834307,0.29533648127969536,3,4974994805.936186,,
2026-06-25,ETH,,0.6558762201807,-0.438,-20.106740399999996,-6.629621393273099,11.684335404180194,3,2523936633.6667027,,
2026-06-26,BTC,,1.7859173438916003,-5.00196,10.740198000000001,2.5080517812972003,7.895884575746174,3,4814937046.762467,,
2026-06-26,ETH,,-6.497224978992,-3.6135,-21.283296,-10.464673659664,9.479499430124383,3,2573448688.3384914,,
2026-06-27,BTC,,4.8216566491758,0.8781899999999999,7.087803599999999,4.2625500830586,3.1423359749607873,3,4823111961.907855,,
2026-06-27,ETH,,-4.2800059502226,-0.219,-13.482954,-5.9939866500742,6.796058880566503,3,2599930013.9974017,,
2026-06-28,BTC,,-0.5898505925737499,0.24199500000000002,-5.870952,-2.07293586419125,3.3153712760969647,3,4774821479.916055,,
2026-06-28,ETH,,1.5894547111329,-2.5185,-11.5634628,-4.1641693629557,6.729114392161489,3,2576680144.2819524,,
2026-06-29,BTC,,5.3445797627256,1.4651100000000001,-1.4028264000000001,1.8022877875752001,3.38631645398395,3,4794087472.975287,0.4034913795263278,-0.007178585745727671
2026-06-29,ETH,,-2.3189285037400498,-3.723,-12.2951856,-6.11237136791335,5.400300738201747,3,2599313750.469982,0.8784018551257594,-0.03382885086405913
2026-06-30,BTC,,5.7647295227706,2.48346,2.8794996,3.7092297075902,1.791095044615733,3,4835026772.477488,0.8539539533431278,0.013575384793812617
2026-06-30,ETH,,6.700522710933149,0.657,9.2478444,5.53512237031105,4.412399612647796,3,2558470178.3574533,-1.5713213576138652,0.09061879077930408
2026-07-01,BTC,,0.78623398114605,0.11059500000000001,0.8990388,0.59862259371535,0.42639117129680837,3,5033424101.024524,4.103334642868514,0.13756636219916252
2026-07-01,ETH,,3.3552835073487,1.8615,10.95,5.3889278357829,4.8736013381717465,3,2621561981.064803,2.46599719008079,0.12806564317709443
2026-07-02,BTC,,9.51614720793015,2.8842299999999996,10.95,7.78345906931005,4.303000994946561,3,4917714816.045858,-2.298818511142612,-0.013044660057323718
2026-07-02,ETH,,5.6463614781132,-0.3285,10.95,5.4226204927044,5.642577920056911,3,2657062646.0579624,1.354179883961391,0.07049742611377545
2026-07-03,BTC,,10.95,6.41013,10.95,9.43671,2.621095166585906,3,5032450416.300686,2.333108050114258,0.16957479353179242
2026-07-03,ETH,,9.36259496053275,-0.219,10.95,6.69786498684425,6.042535032956402,3,2797312965.424183,5.278397164413751,0.28090287119104507
2026-07-04,BTC,,2.57818033117725,0.0,10.95,4.50939344372575,5.724754410851128,3,4982686127.785408,-0.9888679350736493,-0.08956988592656376
2026-07-04,ETH,,5.7456372696267,1.8615,10.95,6.1857124232089,4.560203687128492,3,2978949528.5665417,6.493251394729639,0.44786108449196654
2026-07-05,BTC,,9.88204620234615,0.001095,10.95,6.94438040078205,6.0367243142300016,3,4949328881.294817,-0.6694631296275715,-0.028820154946076
2026-07-05,ETH,,7.1784111425271,0.0,10.95,6.0428037141757,5.562627811879485,3,2938695250.1278725,-1.3512910525221082,-0.09086703425239467
2026-07-06,BTC,,9.5141180479797,12.51804,10.95,10.9940526826599,1.5024454241650549,3,5003525705.567926,1.095033803026053,0.07242214213712683
2026-07-06,ETH,,6.55870147086225,1.0950000000000002,10.95,6.20123382362075,4.937215165365823,3,2982513268.4450035,1.4910705121677512,0.09604687175282199
2026-07-07,BTC,,10.95,4.2705,10.95,8.7235,3.856411123052105,3,5062541180.759485,1.1794778055379307,0.12520797033952408
2026-07-07,ETH,,8.340833843688749,5.5845,10.95,8.29177794789625,2.6830863614844755,3,2930033814.854283,-1.7595715045412665,-0.1173094493972555
2026-07-08,BTC,,5.0016704883072,1.7695200000000002,10.95,5.9070634961024,4.656726922584502,3,5065791060.920101,0.06419464147703727,0.005480014102114821
2026-07-08,ETH,,6.1826599654827,0.438,10.95,5.8568866551609,5.263566489300626,3,2866445310.3615036,-2.170231079600754,-0.18930084993059104
2026-07-09,BTC,,1.5531173232245998,1.7870399999999997,10.95,4.763385774408199,5.359041578202072,3,5082615104.966049,0.3321108952901084,0.019236598321562295
2026-07-09,ETH,,1.9553512132194002,0.0,10.95,4.3017837377398,5.839942995791601,3,2874311768.357003,0.27443251636667465,0.01650934239730346
